id,parent_asin,author,title,category,publication_year,rating,helpful_vote,text
B000OT8GD0011,B000OT8GD0,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,bm,2006,1.0,18,"'The Tipping Point', or, as I am sure the author calls it, 'The book where I will tell people about these dudes I know and present a logical reasoning without a serious point or argument once in a while to make them think they are reading something worth their time', is, a complete waste of time. The author explores the causes of social epidemics and their influences by telling you about this time he met a rich guy in his penthouse. The guy knows people, so he controls things. People react to their environment. Things you likely know already but he will tell you about because he wants to talk  about this guy who helped him find this neat restaurant. The book does not make any arguments, and the parts were the author stops talking about his personal live are spent discussing some simple logical arguments that the reader will likely already be aware of. Did you notice how I repeated myself? That is every chapter of this book, except more boring and uninspired. Do not waste your time with this nonsense. Would give zero stars if possible."
B000OT8GD0012,B000OT8GD0,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,bm,2006,3.0,13,"I thought this book was highly interesting at times and incredibly overdone and out-of-reach at others. By our of reach, I mean that the point got lost in the technical garble of the book. This was particularly true in the chapter about tobacco. However, there were some solid points in here that I think anyone in any profession would benefit from understanding and thinking about. For example, I used Gladwell's point about graffiti on the subway to fine tune my classroom management as a teacher. Overall, pieces of this book are valuable for certain people while others could be skipped by certain readers. It does not need to be a cover-to-cover read. Find the chapters that seem most suitable to your situation and skim the others."
B000OT8GD0013,B000OT8GD0,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,bm,2006,1.0,8,"Did not see what the fuss was all about. Felt like a lot of common knowledge repackaged as Gladwell's own ideas. Messages take off when they are compelling and spread by influential, well-connected people. No s***."
B000OT8GD0014,B000OT8GD0,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,bm,2006,2.0,7,"I realize I’m a little late to this book. It was published in 2002, and many of my friends have already read it. This is the second of his books I’ve read, and I find myself again slightly uncomfortable. I realize what was tolerable twenty years ago differs from today. So maybe he needs to update it. Or, just like something’s were always wrong, regardless of historical context, maybe it’s just wrong.  I have to wonder what Michelle Alexander would say to Malcolm Gladwell on his chapter talking about crime. This whole chapter in crime was triggering for me. I remember when Bernard Goetz killed those four youths. I remember him being glorified for murdering them in the name of vigilante justice. I remember him being let go. Despite his deep psychological issues, despite having committed four deadly crimes in the space of minutes in front of many witnesses, he was set free. Gladwell could’ve made his point without this example, where a White man was not held accountable for the four lives he took, all of whom were Black. And at the end of the chapter, he pretty much gives Goetz a pass for behaving in an excusable way given his environment. WtF!  He also uses examples where women are painted in sexist hues, using words and phrases like, “would she be able to handle everything by herself (financially, if her husband died)”, in another chapter, he uses the example of a woman, calling her “castrating.”  Then there’s the issue of class. He doesn’t define what constitutes a “good neighborhood” or a “good family” but says a juvenile’s success can be determined by both factors.  I was also deeply disturbed by his parallel between teen suicide in Micronesia and teen smoking in the Western Hemisphere. I really wish he’d used a different example. Suicide and smoking are not analogous in any context since the former results in a total and sudden loss of life, not to mention that there are too many cultural differences between Micronesia and the entire Western Hemisphere. They are simply incomparable. I say the same thing when he compared these same smokers to the school shootings that are so commonplace these days. They are incomparable. He should’ve used different examples, or he should’ve used just one rather than trying to compare them. Plus, I question the accuracy of his smokers’ profile, given there was no data to accompany it - just a British psychologist’s written observations from an undocumented time. Certainly, I don’t fit the profile, and I was a chain smoker for many years.  Some of the conclusions were illogical. Citing studies where one thing should be concluded by the absence of the other is not necessarily the right conclusion. You have to test the absent portion first. Without the second set of data, the first conclusion is exposed to fallacy. Maybe that absence was considered, but because he jumps to the conclusion without it, it makes me wonder of it was. It’s like saying you will lose weight if you stop drinking soda. Well, would that still be the only logical conclusion if you you were sick or you were increasing your exercise, or what if you increased your chocolate intake while eliminating soda? So this makes me question the soundness of the rest of his conclusions. It’s not to say I throw out everything he says, but it is to wonder how much of it I can trust. I might be more open to his analyses if the book had even one footnote. For all I know, this could be a complete work of fiction, because I have no references to fact-check.  If he were to update some of the sociopolitical contexts I mentioned and if he were to include how the tipping point works in social media, I would definitely be interested in rereading it."
B002Q6XUE4015,B002Q6XUE4,Simon Sinek,Start with Why: How Great Leaders Inspire Everyone to Take Action,bm,2009,5.0,23,"While the majority of this book is about companies and the people who lead them, it is completely relatable to your personal life outside of work. Years ago, I worked for a company led by a man who clearly started with WHY. The company was bought out quite a few years ago, but my former colleagues and I still talk about the founder and the company with love and devotion. We describe it as a once-in-a-lifetime opportunity that those who never experienced it could not possibly understand. My current company, which bought that former company, is much bigger so it's tough to compare, but I definitely believe that the leadership understands WHY as well.  I think everyone should read this book. Understand your company's WHY, your spouse's WHY, your children's WHY...and do not forget your own WHY.  #Farrakhan @simonsinek"
B002Q6XUE4016,B002Q6XUE4,Simon Sinek,Start with Why: How Great Leaders Inspire Everyone to Take Action,bm,2009,3.0,9,"It's about WHY, but you got that during his TED talk, which mirrors the first 30 pages of this book. After that he repeats the same story over and over again to try and get you to believe what he told you in the first 30 pages. Disappointing is an understatement...almost like he forgot WHY he was writing it in the first place."
B002Q6XUE4017,B002Q6XUE4,Simon Sinek,Start with Why: How Great Leaders Inspire Everyone to Take Action,bm,2009,5.0,8,"All habits are influenced by the environment and its triggers, according to Marshall Goldsmith. Influenced by what we are using our energy and attention for, where Greg McKeown teaches us to only focus on the essentials. They are influenced by our growth or fixed mindset, says Carol Dweck, which Susan Cain argues also influenced by our introvert-extrovert demeanor.  Moreover, any progress towards our goals depends on how we face what Steven Pressfield called the Resistance, in which Ryan Holiday suggest that they are in fact the way. It depends on how extreme we have ownership over our efforts, as illustrated by Jocko Willink, how we can screen through the cognitive biases described by Daniel Kahneman, and how we can fully utilize our brain's capacity as trained by Jim Kwik (mind), hack our body like Dave Asprey does (body), and approach it with a monk-like attitude as taught by Jay Shetty (spirit). And in the end, change, says Robin Sharma, is hard at first, messy in the middle, and gorgeous in the end.  But underneath them all, lies the very first foundation that keeps the structure of any effort or change to remain strong throughout the journey: the underlying reason, the life's calling, the fuel for the passion, the higher cause, the sense of purpose, or in short, the WHY. ""It is the cause, not the death"", said Napoleon Bonaparte, ""that makes the martyr."" And while our life's quests and struggles are not as extreme as life and death, without the WHY none of the above matters. This is WHY this book is so important.  Much to my pleasant surprise, this book is nothing like the contents that I’ve been accustomed to with the author, Simon Sinek, in his brilliant podcast interviews. While it is still based on psychology and its applications in sociology, it is heavily tailored to business, innovation, and its marketing approach, akin to Charles Duhigg's the Power of Habit.  And it fits. Because there’s arguably nothing that can illustrate the power of WHY better than business and innovation stories, from the ""cult"" of Apple and Harley Davidson, to why Honda need to create a second brand for their luxury cars, why TiVo failed to reach a tipping point, to how the Wright Brothers can invent the first aeroplane with no funding and minimum expertise while Samuel Pierpont Langley with his all star team and government funding failed to do so.  All of this are analysed with tools that can be applicable to anything in life. Tools such as the celery test, the school bus test, the golden circle, or the golden pyramid with the WHY-level at the top, HOW-level in the middle, and WHAT-level at the bottom.  Because when you want to lose weight and start living a healthy life, you need a WHY. If you want to stop smoking, you need a WHY. If you want to start up a company, volunteer to help the poor, pursue a PhD, train to win a race, enlist in a military service, organise a mass protest, or want your organisation to last for decades, everything need a strong WHY to keep the cause alive. And this book analyses it very well."
B002Q6XUE4018,B002Q6XUE4,Simon Sinek,Start with Why: How Great Leaders Inspire Everyone to Take Action,bm,2009,2.0,7,"This book was a little short of original ideas. You could replace the ""Why"" of the title with VISION and it would have been a much easier read. The idea that a combination of a visionary and a practical manager can make a good team has been around for centuries."
B002Q6XUE4019,B002Q6XUE4,Simon Sinek,Start with Why: How Great Leaders Inspire Everyone to Take Action,bm,2009,4.0,6,"The book repeats itself a lot. It lacks the clear structure we expect from someone as well known as Simon.  None of these are reasons not to read the book. Yes, it is the same message as the famous TED talk, but it explains the concepts in much more detail.  The book is written with a corporate slant but the reason you should read it is because between the lines you will find the inspiration to remember why the child that had been you, had dreamed about adulthood. It will inspire you to figure out why you are alive and going to work every day, and to begin to start every task with an understanding of why you are doing that task.  Whether you are leading a corporation or only yourself, you must start with your own personal why and this book will help you see why and how that must be done."
B002R2OFGY020,B002R2OFGY,Steven D. Levitt,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",bm,2009,5.0,16,"As I read SuperFreakonomics it made me think about how folks process information and make decisions. Do the rationally think through the data they have and potential options? Do they respond to how the information or situation makes them feel emotionally? Do the react viscerally or relay on their gut instinct to drive their decision? The answer I think is all of the above, but everyone uses a different mix. This book is one in a series of readings over the last several years, which at a minimum, make me think and consider alternatives that are more data driven. I think that is what the authors were looking for a common theme.  I have seen many reactions to the stories in this book that are, well, heatedly negative. This book is driving for a more rational data driven set of explanations. It reflects the academic study of economics which try to explain and predict human behavior, both from a rational and emotional basis. The study tends to attract people like me, who tend to overemphasis data in decisions making. So can understand how it would repel people that tend to over emphasis emotions.  It is interesting however, how tremendous negative opinions have been pouring out even be before the release of the book this week. So as always, it is important to critically evaluate who is saying what, and determine for yourself why they are saying what they are. For me however, I think the authors have succeeded again at twisting and turning data in interesting and unusual way. They do it with a set of stories that are entertaining, sometimes provocative, but well researched and out of the ordinary.  SuperFreakonomics for me is a reflection and an extension to a couple of other books that talk about the relatively new ability for us to analysis and harvest information out of huge (and sometimes small) amounts of data. They talk about many of the same topics found in SuperCrunchers, The Numerati, and Outliers.  They definitely hit home with me on two thoughts. The first if the law of unintended consequences and second, the simplest solutions are often the best. Perhaps that IS the point of the book. We tend to look for complex answers and solutions. But the more complex and costly, the less economic value it has and the higher the probability of unintended consequences there is. These coupled with the human aversion to change, help explain to me some of the outrage to their analysis. Perhaps some are also reacting to ideas that are not in their personal self interest - hum, a common theme in economics.  I will not spoil the book with any descriptions of their stories. But I recommend that you give them a try, without any predispositions. Perhaps you will be rewarded with new simpler answers that you have not been exposed to before."
B002R2OFGY021,B002R2OFGY,Steven D. Levitt,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",bm,2009,5.0,6,"This book, like the first one, makes you think outside of the box.  This is not supposed to be the definitive answer to global warming or too child safety. But it does make one consider and to look past all the politicking by Corporations, Scientists, and (of course) Politicians.  They do not consider themselves saviors or even to be the final answer. I see them as trying to liberate us from our self proclaimed boxes.  And that's what they do for me."
B0058DTIC0022,B0058DTIC0,Jim Collins,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great Book 5)",bm,2011,2.0,28,"I feel bad for Jim Collins because I do not think he writes books just to make lots of money.  I think he really tries  to write  highly enlightening and useful books.  Except he does not.  This  book like his previous efforts is intended to help you get/keep your company ahead or build it to last.  The problem is despite all of his research Jim still  has little true understanding of the typical evolutionary pattern of a business space and therefore is unable to offer really useful lessons about how to outduel  your competitors and  get/keep your company  achieving it's full potential.  He is flying blind so he analyzes a bunch of super successful companies for common traits and concludes those traits are the key. But they are not.  That's why his super successful examples do not hold up over time.  He gives you tips that will probably help but far less important than other more strategic matters. By the way Jim it takes a lot of nerve to publish a book in 2011 that uses Apple as a control group/underperforming company-I do not care how you explain it, in the words of Len Berman of ESPN, c amon man.  Also,  the giant key to Admunson's success and Scott's  failure was smart innovation (dogs) versus dumb innovation( all of Scott's stupid ideas).  The 20 mile march rule was relatively far less important and now that's your big headliner.  That's  a great example of my main point.  I would agree that he is an excellent writer."
B0058DTIC0023,B0058DTIC0,Jim Collins,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great Book 5)",bm,2011,1.0,15,"As a business owner, I did not feel like he drew accurate conclusions based on the evidence and anecdotes that he provided.  I love Jim Collins and have read his earlier books more than once, but this book was a disappointment.  It was like he had extra research (including some very good and inspirational stories) leftover from his previous books that he did not want to go to waste, and so he created concepts out of thin air in order to tie them together."
B007QWLLV2024,B007QWLLV2,Gino Wickman,Traction: Get a Grip on Your Business,bm,2012,4.0,44,"I was put off by the front end of this book. It struck me as too prescriptive - do this, follow these steps and everything will work out. As I read on, the model became more clear. I began to see connections between the author’s framework and that which I’ve read in similar books. That recognition made it clear that the foundational tools - trust, teamwork, leadership, commitment, vision, alignment, accountability, process, data, etc. - were as important to this author’s approach as they are to the approach that other others have crafted as their own. Whatever name you put on the package, the core principles are the same. I think that as long as the leadership team recognizes these building blocks and diligently assembles them, progress is achievable. With that in mind, the EOS framework has potential. With that in mind, the book has value, in my opinion."
B007QWLLV2025,B007QWLLV2,Gino Wickman,Traction: Get a Grip on Your Business,bm,2012,5.0,38,"So I have been in business some 16 years. I am an expert in my field and even on the bleeding edge of the field over the last few years. I have no formal business education so I studied for years at the school of hard-knocks to get my MBA. I have read every book I could get my hand on. I applied as much as I could, but my business struggled to grow to the size I wanted and needed in order to do the level of business I wanted to do.  I have read most of Michael Gerber's book based on the E-myth concept which I was certainly in. So for 5 to 10 years I worked on the business instead of in it. The big takeaway from all the E-myth books and even several E-myth Worldwide training I did. However as much as I understood the importance of processes and delegating and managing better I still struggled.  Then I had a friend recommend I read Traction and the partner book Get A Grip. WOW! This stuff really made it all click. The years of business study are all now being applied in a simple and manageable way. In the first 30 days of being introduced to Traction, I read it, listened to the audio version twice and read Get A Grip and listened to half of the audio version currently. On top of that I started applying the strategy to my business.  I have never been more focused and more clear about how to hit the big future goals I am going after. I know that over the next 50ish days (of Q4 year end) we will have this system up and running and my business will be in a place it has never been before… accurately predicting future projections, solving real problems and issues forever and growing at pace that we have never experienced before.  I have read Good To Great a few times and you know really struggled with figuring out how a small business like mine could define and create the 'right seats' so that we would understand how to attract and keep the 'right people' in those seats. Although I did not get this from Jim Collins book, the theory made sense. Implementation on the other hand was the challenge. Traction took the theory of Good To Great and made it applicable for me.  Now granted I also am now working with EOS Worldwide to roll-out these strategies faster, but that is the thing… Traction is all about application. The book is titled Traction for a reason, reading opens your eye to more than just business theory, it also delivers the tools you need to get traction. At least for my company it seems to be. I have only been at this for 30-40 days and things are sick. I mean we are seriously getting TRACTION! I can not wait to see where we are at in 3 months, 6 months, 1 year, 3 years, and 10 years. At this rate the future is looking pretty darn bright.  If you are a small business owner or small CEO that is frustrated with your company and feels like you have done it all and wasted a ton of cash and time trying every business theory and concept that came along and have little to show for it, then you may want to read Traction. This is the best damn business book I have read EVER! Only because it is real world and it give you more then theory, it actually gives you the tools you need to run and manage your business, your people, your clients, your profits and even your personal life (if you are working like a dog and missing family time, this book will help you get control of your personal life as well)! I highly recommend this book to anyone running a business that feels out of control."
B007QWLLV2026,B007QWLLV2,Gino Wickman,Traction: Get a Grip on Your Business,bm,2012,1.0,32,"Airport convenience stores are full of this kind of consulting Onanism. Within the first four paragraphs the author declares his method will solve all your problems. He boasts about his expertise or the expertise of his mentors. Interestingly he first tries to demonstrate his bona fides by claiming he turned around and sold his family business. He then humble brags about his greatest mentor, his dad.  Hold on, did not you brag about ""turning around"" the family business? I guess dad was not that great.  The book is clearly in the family of books used to funnel more consulting business from executives who should not be in their seats and need to be seen ""doing something"". Numerous pages are little more than bullet points; I presume to bulk up the page count.  Give this book a pass: the author is conning you. The only ""Traction"" here is what he's trying to apply to your bank account."
B007QWLLV2027,B007QWLLV2,Gino Wickman,Traction: Get a Grip on Your Business,bm,2012,1.0,19,Wish I could give it a minus 5 star rating. One of my former employers implemented this EOS. Complete and utter failure. Nothing positive came from it and a few people left the company because of it.  The company turned into a dictatorship after implementing this.  Save your time and money.
B007QWLLV2028,B007QWLLV2,Gino Wickman,Traction: Get a Grip on Your Business,bm,2012,1.0,13,"New CEO who really likes this book forced everyone in the organization to read this piece of junk. As a software engineer, I found it to be full of holes, lies, self-contradictions, self-congratulation, and amorality."
B00C1BHQXK029,B00C1BHQXK,Gary Keller,The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,bm,2013,5.0,19,"I will keep this simple.  If you feel the need in your life for a coach who will keep you focused on the secret of acheiving your goals, here it is.  I am listeniing to my Audible recording of ""The One Thing"" for the third time.  Initially I was leery of the book, thinking it was riding a wave of hype.  It is not.  It is down to earth, practical advice about staying focused on the one thing.  Yes, it's a common message, but the authors here are intent on getting you, the reader, to make the belief a part of your daily life.  I personally find it to be like having a coach reminding me to concentrate my attention on that one thing, my main goal, and not to be distracted by all the other things clamoring for my attention.  I intend to listen to this book often for daily reminders to focus on that one thing.  Jerry"
B00C1BHQXK030,B00C1BHQXK,Gary Keller,The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,bm,2013,2.0,14,"I was very disappointed in this book.  There is no real substance in its pages.  It's fluff.  Statements like ""When you act on your priority, you will automatically go out of balance, giving more time to one thing over another.""  What else can happen if you are working hard to bring your priority to life?  You give it more time than you will for other less important things! Most people know that (at least I would think so).  For the amount of information and new ideas in this book, it was waaaay overpriced.  $5.99 should have been its top price for this Kendle download.  The authors tried. They tried to put a different twist on things but failed.  I buy a book for good, solid information and new ways of doing things.  This book did not produce anything even close to exciting or new.  Pricing alone for this book makes it a ""do not waste you money"" on this one."
B00C1BHQXK031,B00C1BHQXK,Gary Keller,The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,bm,2013,2.0,7,"Its filled with fluff. He basically just keeps saying the same things over and over, which is a great concept but not worth an entire book. It is just and not for someone looking for an actionable plan. Too many of these self help/motivational books with no substance just keep reiterating a point, quote other people, makes the point again, It's like it's written for a teenager and it felt like an insult to my intelligence. I am a successful agent and this is definitely not for people already in the business. This should have been an essay, not a book. I really liked his Millionaire Real Estate Agent book, get that instead."
B00C1BHQXK032,B00C1BHQXK,Gary Keller,The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,bm,2013,3.0,6,"I received this book through one of Amazon's recommendations based on past readings. It came at a good time. i am 55 very organized and have been feeling that everything was getting disorganized in my life, but due to my necessity of controlling everything and getting everything done I have been compromising in doing more and more things until I reached a point where my to do lists got bigger every day and my done things fewer every day. So even before reading  this book I begun what I thought was procrastination as I have more and more mails I have not read and more and more work left for next day. I even begun shutting my office door for several hour a day to focus on my one thing's. So my next one thing will be to plan my next one thing but now with a better view of what was beginning to happen in an autodidactic way."
